Date,Longitude,Latitude,Elevation,Max_Temperature,Min_Temperature,Precipitation,Wind,Relative_Humidity
3/26/2000,-75.625,5.77622985839844,659,16.424,13.816,11.947632624,0.883988768621363,0.95446500130672,
3/27/2000,-75.625,5.77622985839844,659,16.874,13.955,4.54215924,0.808575552378487,0.951333663875696,
3/28/2000,-75.625,5.77622985839844,659,23.714,14.463,16.7215354704,1.1619392591333,0.89327643410867,
3/29/2000,-75.625,5.77622985839844,659,26.927,13.015,8.3805039576,1.05707147228945,0.822781290575596,
3/30/2000,-75.625,5.77622985839844,659,26.494,13.463,14.3980969392,0.956254577336519,0.857671460274333,
3/31/2000,-75.625,5.77622985839844,659,22.123,11.843,10.7391377664,0.641329141070469,0.889079677486765,
4/1/2000,-75.625,5.77622985839844,659,23.977,12.147,4.2949691064,1.0492485823864,0.841360351428969,
4/2/2000,-75.625,5.77622985839844,659,29.328,11.047,0.48408516,1.04045299143817,0.720399060338518,
4/3/2000,-75.625,5.77622985839844,659,25.139,9.65600000000001,15.624612,1.12437281556437,0.793470589669889,
4/4/2000,-75.625,5.77622985839844,659,20.488,13.096,4.97131308,1.33763720869351,0.87164825971523,
4/5/2000,-75.625,5.77622985839844,659,18.824,14.456,10.395808308,0.666970303178685,0.93046177644789,
4/6/2000,-75.625,5.77622985839844,659,23.645,14.31,41.04424368,1.30530646281527,0.885741121439854,
4/7/2000,-75.625,5.77622985839844,659,26.517,13.349,18.5874923448,1.31092241919282,0.827143788531118,
4/8/2000,-75.625,5.77622985839844,659,26.295,13.598,17.9214498792,0.801017366375255,0.84840064918979,
4/9/2000,-75.625,5.77622985839844,659,27.059,13.343,1.6187668488,1.15205253824907,0.775388969297934,
4/10/2000,-75.625,5.77622985839844,659,28.906,11.186,6.080245992,1.40959587151646,0.721846775673948,
4/11/2000,-75.625,5.77622985839844,659,25.464,12.676,6.1214442912,1.13671557803927,0.865387450614285,
4/12/2000,-75.625,5.77622985839844,659,19.038,14.261,26.4547368,0.82404110537003,0.945016757480618,
4/13/2000,-75.625,5.77622985839844,659,21.051,10.106,5.5961597448,0.89738542090929,0.918220465942615,
4/14/2000,-75.625,5.77622985839844,659,18.764,14.519,5.23309752,1.10539380432598,0.927338216235699,
4/15/2000,-75.625,5.77622985839844,659,20.73,13.649,4.62799116,0.546302132572129,0.903800243063412,
4/16/2000,-75.625,5.77622985839844,659,23.965,15.185,16.71294816,1.04224349194976,0.90602035534819,
4/17/2000,-75.625,5.77622985839844,659,25.535,12.08,8.61396804,0.745900831357826,0.834871546588953,
4/18/2000,-75.625,5.77622985839844,659,25.951,13.331,16.802212536,1.07791511755014,0.84633852891861,
4/19/2000,-75.625,5.77622985839844,659,23.299,14.756,54.95396706,0.926099096332377,0.878689762533589,
4/20/2000,-75.625,5.77622985839844,659,23.594,13.432,1.6428001392,0.914860500625928,0.818264862188558,
4/21/2000,-75.625,5.77622985839844,659,24.726,11.581,0.185394384,0.759631868532393,0.777104565536215,
4/22/2000,-75.625,5.77622985839844,659,27.009,10.946,6.09483708,1.02240622030664,0.844870485685589,
4/23/2000,-75.625,5.77622985839844,659,23.394,15.194,16.99189488,0.850328364704867,0.900042996981668,
4/24/2000,-75.625,5.77622985839844,659,23.094,12.86,5.740357824,0.708622408310481,0.894026446584066,
4/25/2000,-75.625,5.77622985839844,659,26.556,13.101,8.0852452056,0.832848991374872,0.846734662040478,
4/26/2000,-75.625,5.77622985839844,659,23.364,13.706,14.012714052,0.697638357048156,0.906462917586843,
4/27/2000,-75.625,5.77622985839844,659,25.764,13.298,3.5121942,1.03110760598729,0.825955363523679,
4/28/2000,-75.625,5.77622985839844,659,27.792,10.664,6.14976624,0.992806758711568,0.77795595311572,
4/29/2000,-75.625,5.77622985839844,659,27.287,10.671,17.36955396,1.1099712502985,0.821692594664845,
4/30/2000,-75.625,5.77622985839844,659,27.418,10.457,12.73384224,0.867641442231869,0.809090059031839,
5/1/2000,-75.625,5.77622985839844,659,28.218,14.054,14.8126642128,0.667750230996764,0.854779792421103,
5/2/2000,-75.625,5.77622985839844,659,27.693,14.702,12.04375824,1.15239274417277,0.846896651071471,
5/3/2000,-75.625,5.77622985839844,659,28.669,13.708,11.518479108,1.04052270685586,0.838664993631459,
5/4/2000,-75.625,5.77622985839844,659,24.308,13.595,9.328081068,1.29783173249658,0.859923638324934,
5/5/2000,-75.625,5.77622985839844,659,23.134,15.106,15.7825453824,1.07029994096286,0.913063598936846,
5/6/2000,-75.625,5.77622985839844,659,19.242,15.043,23.589707544,0.99923147336063,0.959551687326309,
5/7/2000,-75.625,5.77622985839844,659,25.589,14.603,20.7881859384,0.70809387178454,0.842500870177663,
5/8/2000,-75.625,5.77622985839844,659,26.971,13.068,6.9934865328,1.05116834575209,0.832371808866463,
5/9/2000,-75.625,5.77622985839844,659,24.318,9.90800000000002,5.92575192,0.863559456194121,0.840725431942228,
5/10/2000,-75.625,5.77622985839844,659,26.959,12.317,9.1529874,0.848436955972643,0.810513511214286,
5/11/2000,-75.625,5.77622985839844,659,24.091,13.691,2.6641852776,1.26538591126861,0.826072665643324,
5/12/2000,-75.625,5.77622985839844,659,26.567,11.026,11.4841476864,0.829401990674865,0.85805802598382,
5/13/2000,-75.625,5.77622985839844,659,25.465,11.081,6.4922278104,0.519758091055753,0.854720216369435,
5/14/2000,-75.625,5.77622985839844,659,22.375,14.24,4.4717800464,1.18645645197491,0.8818838691475,
5/15/2000,-75.625,5.77622985839844,659,24.808,10.95,7.4483864784,0.970440025081747,0.868696812765102,
5/16/2000,-75.625,5.77622985839844,659,26.61,13.61,10.7666033328,1.02294004719626,0.855650329941356,
5/17/2000,-75.625,5.77622985839844,659,25.869,12.457,4.7378560248,0.837609556856487,0.804684576279446,
5/18/2000,-75.625,5.77622985839844,659,27.942,10.272,6.619261644,1.09395659032685,0.785354508072933,
5/19/2000,-75.625,5.77622985839844,659,24.196,11.163,10.812951504,0.604065318465575,0.921890686054117,
5/20/2000,-75.625,5.77622985839844,659,23.875,13.726,10.632703212,0.869278229551,0.878142075173096,
5/21/2000,-75.625,5.77622985839844,659,23.598,12.94,9.334947024,0.954966892500955,0.867715276341367,
5/22/2000,-75.625,5.77622985839844,659,25.037,10.99,9.589005612,0.883133736700305,0.829696476014289,
5/23/2000,-75.625,5.77622985839844,659,26.843,12.227,8.71009812,1.02231433381763,0.827865477108278,
5/24/2000,-75.625,5.77622985839844,659,27.926,10.166,5.0022117792,0.724731607703849,0.805443385639911,
5/25/2000,-75.625,5.77622985839844,659,25.204,9.995,0.6969456,1.14117146026681,0.774674855731098,
5/26/2000,-75.625,5.77622985839844,659,26.644,11.957,3.2340996,1.17636067605355,0.772166487567081,
5/27/2000,-75.625,5.77622985839844,659,27.323,10.349,7.69729788,0.727925673495661,0.818677097844166,
5/28/2000,-75.625,5.77622985839844,659,26.586,11.075,3.96194688,0.887750324780511,0.798662295933167,
5/29/2000,-75.625,5.77622985839844,659,27.326,10.322,10.82496348,0.823797354127784,0.82721023135368,
5/30/2000,-75.625,5.77622985839844,659,21.204,13.116,5.184175212,0.859305844650347,0.914536067131281,
5/31/2000,-75.625,5.77622985839844,659,21.983,11.764,10.2516209352,0.847858626326558,0.913275189178829,
6/1/2000,-75.625,5.77622985839844,659,25.443,11.723,6.972880572,0.936861306176303,0.838774793663338,
6/2/2000,-75.625,5.77622985839844,659,25.603,11.085,0.5218506,1.0468226874215,0.770664037276654,
6/3/2000,-75.625,5.77622985839844,659,28.063,9.327,0.254058696,0.997323399414947,0.732701962445981,
6/4/2000,-75.625,5.77622985839844,659,27.218,9.74099999999999,5.170438152,1.08195818544526,0.797030243345883,
6/5/2000,-75.625,5.77622985839844,659,24.9,12.112,5.94634932,1.16053880774878,0.800900442356021,
6/6/2000,-75.625,5.77622985839844,659,24.067,11.153,1.6891483464,1.20371202598454,0.798051996582611,
6/7/2000,-75.625,5.77622985839844,659,27.662,8.743,4.1473409328,0.867092260958928,0.797024378304485,
6/8/2000,-75.625,5.77622985839844,659,25.588,11.731,5.2219396656,1.18574221880794,0.813954959678165,
6/9/2000,-75.625,5.77622985839844,659,25.053,12.329,1.338958692,1.04908989315561,0.789767943981226,
6/10/2000,-75.625,5.77622985839844,659,27.865,11.8,7.110207972,1.08842562527577,0.796611208755852,
6/11/2000,-75.625,5.77622985839844,659,27.045,11.674,1.098634068,1.27118988219156,0.766313874403152,
6/12/2000,-75.625,5.77622985839844,659,27.453,9.59500000000003,1.156997772,0.929156493826092,0.762894341294607,
6/13/2000,-75.625,5.77622985839844,659,29.405,9.21199999999999,3.004074,0.869248034589734,0.779679525374934,
6/14/2000,-75.625,5.77622985839844,659,28.185,10.853,0.19569384,0.737441896665503,0.755425846717987,
6/15/2000,-75.625,5.77622985839844,659,27.352,11.136,10.10055348,1.45813778533477,0.791185249911044,
6/16/2000,-75.625,5.77622985839844,659,25.626,12.953,4.2057021456,1.07985111301207,0.803942633799813,
6/17/2000,-75.625,5.77622985839844,659,25.34,10.256,4.20055308,0.744397854997061,0.82520831919183,
6/18/2000,-75.625,5.77622985839844,659,27.926,11.632,5.54637636,0.972120959414566,0.797451935543489,
6/19/2000,-75.625,5.77622985839844,659,25.809,11.235,1.0540010664,1.15257791760355,0.784142244102498,
6/20/2000,-75.625,5.77622985839844,659,27.235,10.981,1.4110564104,0.932953516018267,0.741811562682362,
6/21/2000,-75.625,5.77622985839844,659,26.887,10.995,2.5199892,1.13425015811253,0.750708664325357,
6/22/2000,-75.625,5.77622985839844,659,26.237,11.326,9.58900338,0.94748778851801,0.816783048540941,
6/23/2000,-75.625,5.77622985839844,659,23.872,13.282,5.26657176,1.07311327549299,0.877101951528596,
6/24/2000,-75.625,5.77622985839844,659,23.789,13.197,4.8408530904,0.745690390095481,0.868982636422464,
6/25/2000,-75.625,5.77622985839844,659,25.333,11.197,0.269508492,1.07619097787028,0.786427793809436,
6/26/2000,-75.625,5.77622985839844,659,26.134,10.425,3.25984824,1.17985240400657,0.774157217392931,
6/27/2000,-75.625,5.77622985839844,659,26.304,10.972,2.1697987464,1.24665747927125,0.75100522910788,
6/28/2000,-75.625,5.77622985839844,659,26.621,11.027,1.522635192,1.40269940291001,0.746935666214222,
6/29/2000,-75.625,5.77622985839844,659,26.995,11.009,1.625635224,1.25882555550084,0.762652813208686,
6/30/2000,-75.625,5.77622985839844,659,26.7,11.022,2.27794914,1.40463577384927,0.766011106394272,
7/1/2000,-75.625,5.77622985839844,659,28.459,9.56799999999998,5.10091488,1.30918455394864,0.772132205969288,
7/2/2000,-75.625,5.77622985839844,659,26.508,10.558,5.37300054,1.32111262957751,0.747525636068241,
7/3/2000,-75.625,5.77622985839844,659,26.804,12.258,4.9043680776,1.02072121939844,0.789289026179961,
7/4/2000,-75.625,5.77622985839844,659,26.458,9.62700000000001,3.07445292,1.34568262504094,0.760157728412749,
7/5/2000,-75.625,5.77622985839844,659,25.958,10.991,9.55982016,1.15872386776053,0.820644846251764,
7/6/2000,-75.625,5.77622985839844,659,25.223,10.281,7.72991712,0.820697054949485,0.833577899735124,
7/7/2000,-75.625,5.77622985839844,659,26.506,10.659,2.144054628,1.22589379179455,0.789817270941254,
7/8/2000,-75.625,5.77622985839844,659,27.04,12.578,0.0394821,1.19827708200741,0.733296185160933,
7/9/2000,-75.625,5.77622985839844,659,27.229,9.98899999999998,0,1.41113683423181,0.67242995406914,
7/10/2000,-75.625,5.77622985839844,659,27.559,9.16000000000003,0,1.07572034493272,0.71489253798427,
7/11/2000,-75.625,5.77622985839844,659,27.135,10.405,0.0102996792,1.36916332786906,0.677465494454653,
7/12/2000,-75.625,5.77622985839844,659,27.733,10.831,2.10113604,1.51066510454733,0.698864112365424,
7/13/2000,-75.625,5.77622985839844,659,26.333,12.446,2.9594437632,1.81346269726646,0.762082254059797,
7/14/2000,-75.625,5.77622985839844,659,24.556,8.43200000000002,5.503463676,1.29074061031542,0.809986332460157,
7/15/2000,-75.625,5.77622985839844,659,26.827,11.324,2.15177364,1.2883007259154,0.746055048372091,
7/16/2000,-75.625,5.77622985839844,659,26.36,10.711,1.527785352,1.31567841560924,0.744677285436664,
7/17/2000,-75.625,5.77622985839844,659,26.265,8.00099999999998,3.989409732,1.37243450642461,0.740131500722701,
7/18/2000,-75.625,5.77622985839844,659,24.228,10.745,6.1248792888,0.85265758243554,0.870400753603627,
7/19/2000,-75.625,5.77622985839844,659,27.257,11.254,5.469128172,0.795661978082692,0.76467214876807,
7/20/2000,-75.625,5.77622985839844,659,26.598,10.656,3.44524176,1.00888023571577,0.7619868138163,
7/21/2000,-75.625,5.77622985839844,659,27.85,9.36700000000002,11.21120388,1.04407038419619,0.807068694059313,
7/22/2000,-75.625,5.77622985839844,659,27.987,11.002,3.49931664,1.00841203393987,0.781818198830224,
7/23/2000,-75.625,5.77622985839844,659,27.545,11.298,0,1.42234972484303,0.690476854015988,
7/24/2000,-75.625,5.77622985839844,659,26.967,10.85,1.96552368,1.53695280410227,0.67369212487457,
7/25/2000,-75.625,5.77622985839844,659,25.584,11.29,1.58700924,1.27173620857444,0.779103962867498,
7/26/2000,-75.625,5.77622985839844,659,25.991,9.49400000000003,0.363922092,1.46982220964482,0.73644916232002,
7/27/2000,-75.625,5.77622985839844,659,26.153,9.166,2.825547228,1.00642223957035,0.772385822457603,
7/28/2000,-75.625,5.77622985839844,659,25.697,9.863,4.16622384,0.938649069384781,0.794630886219941,
7/29/2000,-75.625,5.77622985839844,659,25.204,10.502,4.91123556,1.14909955646395,0.804243687633807,
7/30/2000,-75.625,5.77622985839844,659,25.966,7.41000000000003,0.28324116,0.882621583643598,0.745730218538326,
7/31/2000,-75.625,5.77622985839844,659,27.819,9.05399999999997,0,1.24970508212152,0.675511748371837,
8/1/2000,-75.625,5.77622985839844,659,26.396,8.64800000000002,0,1.08016025382585,0.705650038345062,
8/2/2000,-75.625,5.77622985839844,659,28.858,8.16199999999998,8.407970604,0.972732863306562,0.755847141325276,
8/3/2000,-75.625,5.77622985839844,659,25.968,12.209,2.2470477408,0.915895185522455,0.763081845168199,
8/4/2000,-75.625,5.77622985839844,659,26.397,10.896,10.685916144,0.921877253485412,0.833025807463925,
8/5/2000,-75.625,5.77622985839844,659,26.447,10.525,8.28437652,0.925684315825742,0.803833893159582,
8/6/2000,-75.625,5.77622985839844,659,27.633,9.90300000000002,1.0076544,1.05539990473902,0.719651832874665,
8/7/2000,-75.625,5.77622985839844,659,28.876,10.514,0.856590516,0.972797205350297,0.7027144692883,
8/8/2000,-75.625,5.77622985839844,659,25.803,9.19799999999998,6.37207092,1.14364067721079,0.806638253073927,
8/9/2000,-75.625,5.77622985839844,659,27.078,10.039,1.886561784,1.00636494261666,0.770637360168369,
8/10/2000,-75.625,5.77622985839844,659,24.923,11.212,0.32787324,1.78207463685389,0.710348781035251,
8/11/2000,-75.625,5.77622985839844,659,25.739,9.94,0,2.04494869302466,0.622798722958054,
8/12/2000,-75.625,5.77622985839844,659,26.519,10.454,0,1.81639877302971,0.616817536083221,
8/13/2000,-75.625,5.77622985839844,659,26.753,7.47000000000003,0,1.38917615557549,0.582272174426977,
8/14/2000,-75.625,5.77622985839844,659,27.548,10.318,0,1.55917514708019,0.655847199483318,
8/15/2000,-75.625,5.77622985839844,659,27.78,9.85899999999998,0.049781952,1.4748225279002,0.679915315466021,
8/16/2000,-75.625,5.77622985839844,659,26.858,10.414,2.58350148,1.70185119480588,0.723152596372219,
8/17/2000,-75.625,5.77622985839844,659,27.593,11.753,0.5750655552,1.25119492162403,0.729604993303824,
8/18/2000,-75.625,5.77622985839844,659,27.17,9.88099999999997,0.50468436,1.64785041193005,0.729911613210475,
8/19/2000,-75.625,5.77622985839844,659,27.265,10.124,0,1.70057890887767,0.654897952595273,
8/20/2000,-75.625,5.77622985839844,659,28.551,9.79300000000001,0,1.47186355461406,0.656201603502927,
8/21/2000,-75.625,5.77622985839844,659,28.55,10.61,0,1.53292974684067,0.636916682093867,
8/22/2000,-75.625,5.77622985839844,659,28.073,10,0,1.43750521199368,0.693657599580977,
8/23/2000,-75.625,5.77622985839844,659,29.247,10.41,3.405760812,1.4488780779557,0.717104096240898,
8/24/2000,-75.625,5.77622985839844,659,28.836,10.713,2.456477568,1.08918238016598,0.704558740570478,
8/25/2000,-75.625,5.77622985839844,659,28.367,10.347,2.07881604,1.05908801565072,0.75528834799261,
8/26/2000,-75.625,5.77622985839844,659,28.272,10.734,0.15792876,1.12736283187655,0.712589601611607,
8/27/2000,-75.625,5.77622985839844,659,29.336,10.603,0,1.1594332010658,0.655037108202616,
8/28/2000,-75.625,5.77622985839844,659,30.398,9.86200000000002,0.97160364,0.877852963345699,0.710425486114083,
8/29/2000,-75.625,5.77622985839844,659,27.138,12.561,0.11329632,0.842891616028875,0.770846039003804,
8/30/2000,-75.625,5.77622985839844,659,28.312,11.353,0.266075028,1.17629608400436,0.707419709057624,
8/31/2000,-75.625,5.77622985839844,659,27.905,10.445,1.397323584,1.0649288161198,0.750213158584943,
9/1/2000,-75.625,5.77622985839844,659,27.93,11.304,0.5647662,0.799699796154004,0.774749334144019,
9/2/2000,-75.625,5.77622985839844,659,26.249,9.493,7.25269212,0.89777334710321,0.798948409940402,
9/3/2000,-75.625,5.77622985839844,659,28.742,12.488,0.9621622944,0.882861084928977,0.759496337923116,
9/4/2000,-75.625,5.77622985839844,659,27.311,10.618,0.5475996,0.657492485831777,0.759697215150534,
9/5/2000,-75.625,5.77622985839844,659,26.272,10.178,0.23860908,1.14568353240111,0.745154888487332,
9/6/2000,-75.625,5.77622985839844,659,28.341,8.78399999999999,6.45790536,0.841891293894186,0.787876679917517,
9/7/2000,-75.625,5.77622985839844,659,27.034,10.983,6.561753228,0.811758482607299,0.790803499517308,
9/8/2000,-75.625,5.77622985839844,659,28.693,10.706,4.8442842,0.758820934717896,0.755250918752751,
9/9/2000,-75.625,5.77622985839844,659,29.982,10.525,4.07695752,0.951028659541841,0.749685866531481,
9/10/2000,-75.625,5.77622985839844,659,27.81,11.371,11.3176332,1.18823308557622,0.799594692565779,
9/11/2000,-75.625,5.77622985839844,659,28.594,13.449,7.4569701672,0.889611297731906,0.795900129755058,
9/12/2000,-75.625,5.77622985839844,659,29.165,10.862,3.48472584,0.866901636680297,0.732721653482612,
9/13/2000,-75.625,5.77622985839844,659,29.747,11.395,0.43430328,1.003815548479,0.673449036025779,
9/14/2000,-75.625,5.77622985839844,659,30.205,9.928,0,0.880792896864061,0.68937152925244,
9/15/2000,-75.625,5.77622985839844,659,26.862,8.85700000000003,0,1.11143656503232,0.633286671788832,
9/16/2000,-75.625,5.77622985839844,659,27.934,9.49700000000001,2.0891178,1.34269498605868,0.678456620026533,
9/17/2000,-75.625,5.77622985839844,659,28.161,8.702,0.43430328,0.999958509577596,0.74069714800691,
9/18/2000,-75.625,5.77622985839844,659,27.849,9.243,0,1.1899417076497,0.672848495849026,
